Stn Id,Stn Name,CIMIS Region,Month Year,Total ETo (in),qc,Total Precip (in),qc,Avg Sol Rad (Ly/day),qc,Avg Vap Pres (mBars),qc,Avg Max Air Temp (F),qc,Avg Min Air Temp (F),qc,Avg Air Temp (F),qc,Avg Max Rel Hum (%),qc,Avg Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Avg Dew Point (F),qc,Avg Wind Speed (mph),qc,Avg Soil Temp (F),qc
241,San Clemente,South Coast Valleys,Nov 2022,2.72, ,1.99,K,297, ,9.4, ,68.0, ,44.0, ,55.4, ,86, ,42, ,63, ,41.7, ,4.4,K,58.9, 
241,San Clemente,South Coast Valleys,Dec 2022,1.72,K,3.24,K,225, ,10.5,K,62.8,K,43.0,K,52.2, ,93, ,57, ,78,K,45.3,K,3.4, ,55.0, 
242,Staten Island,San Joaquin Valley,Jan 2022,1.62, ,0.05, ,216, ,9.5, ,61.2, ,36.0, ,46.7, ,99, ,62, ,87, ,43.1, ,3.4, ,50.1, 
242,Staten Island,San Joaquin Valley,Feb 2022,2.92, ,0.02, ,344, ,8.1, ,66.9,K,33.5,K,48.8,K,96, ,37, ,68,K,38.5,K,4.6,K,50.7, 
242,Staten Island,San Joaquin Valley,Mar 2022,4.25, ,0.87, ,410, ,9.8, ,71.4,K,39.7,K,55.0, ,96, ,38, ,66, ,43.3, ,5.2, ,55.3, 
242,Staten Island,San Joaquin Valley,Apr 2022,5.87,K,1.09, ,547, ,9.8,K,73.5,K,42.6,K,58.1,K,91, ,36, ,60,K,43.6,K,6.5, ,59.3, 
242,Staten Island,San Joaquin Valley,May 2022,7.97, ,0.00, ,670,K,10.6,K,80.5,K,47.6,K,64.2,K,85,K,30,K,53,L,45.9,L,7.1, ,64.9, 
242,Staten Island,San Joaquin Valley,Jun 2022,8.09, ,0.08, ,682,K,13.0,K,89.2,K,53.0,K,71.3, ,86, ,28, ,50,K,51.2,K,5.6,K,72.4, 
242,Staten Island,San Joaquin Valley,Jul 2022,8.07, ,0.00, ,680,K,15.0,K,88.9, ,56.0,K,71.3, ,89, ,35, ,58,K,55.2,K,5.8,K,74.3, 
242,Staten Island,San Joaquin Valley,Aug 2022,7.42, ,0.00, ,605, ,15.4,K,92.5,K,55.7,K,72.6, ,91, ,29, ,56,K,56.1,K,5.2,K,73.9, 
242,Staten Island,San Joaquin Valley,Sep 2022,5.74,K,0.00, ,479, ,14.5,K,90.8,K,56.1,K,71.9,K,87,K,31,K,56,K,54.4,K,4.6, ,72.3, 
242,Staten Island,San Joaquin Valley,Oct 2022,3.85, ,0.00, ,346, ,12.1, ,82.0, ,46.2, ,62.2, ,93, ,34, ,62, ,49.0, ,4.3, ,66.0, 
242,Staten Island,San Joaquin Valley,Nov 2022,2.20, ,1.06, ,245, ,8.0, ,64.6, ,34.2,K,47.5,K,97, ,40, ,71,K,38.3,K,4.1, ,55.5, 
242,Staten Island,San Joaquin Valley,Dec 2022,0.79, ,9.93, ,129, ,9.4,K,53.7,K,36.3,K,44.4,K,99, ,76, ,93,L,42.0,L,4.8,K,50.6, 
243,Ryde,Sacramento Valley,Jan 2022,1.47, ,0.15, ,206, ,9.4, ,59.4, ,35.0, ,45.8, ,100, ,64, ,89, ,42.7, ,3.5, ,49.4, 
243,Ryde,Sacramento Valley,Feb 2022,2.62, ,0.01, ,313, ,8.1, ,64.9,K,33.7,K,48.3,K,96, ,39, ,70,K,38.5,K,4.9,K,49.8,K
243,Ryde,Sacramento Valley,Mar 2022,3.98, ,0.90, ,369, ,9.8, ,69.6, ,40.7,K,55.2, ,96, ,39, ,66, ,43.4, ,6.3,K,53.2, 
243,Ryde,Sacramento Valley,Apr 2022,5.44, ,0.90, ,462, ,9.7,K,72.5,K,44.2,K,58.3,K,92, ,34, ,59,K,43.3,K,7.8,K,59.6, 
243,Ryde,Sacramento Valley,May 2022,7.47, ,0.01, ,553, ,10.5,K,79.2,K,50.2,K,64.4,K,83, ,29, ,52,L,45.6,L,8.9, ,66.1,K
243,Ryde,Sacramento Valley,Jun 2022,7.59, ,0.04, ,547, ,12.4,K,88.3, ,54.8,K,71.7, ,82, ,27, ,47,K,49.9,K,7.2, ,74.4,K
243,Ryde,Sacramento Valley,Jul 2022,7.53, ,0.00, ,531, ,13.9,K,89.7, ,55.5,K,71.5, ,87, ,29, ,53,K,53.1,K,8.2, ,75.8, 
243,Ryde,Sacramento Valley,Aug 2022,7.02,K,0.00, ,506, ,14.7, ,91.5,K,56.8,K,73.1,K,89, ,27, ,54,K,54.9,K,6.9, ,77.4,K
243,Ryde,Sacramento Valley,Sep 2022,5.46,K,0.56,K,431,K,13.9,K,89.4,K,56.4,K,71.9,K,87,K,28,K,54,K,53.3,K,5.5,K,76.2,L
243,Ryde,Sacramento Valley,Oct 2022,4.03,K,0.00, ,364, ,11.8, ,80.5, ,46.6, ,62.0, ,92, ,31, ,61, ,48.3, ,5.2,K,69.7,K
243,Ryde,Sacramento Valley,Nov 2022,2.12,K,1.05,K,252,K,7.8,K,62.8,K,33.6,K,46.8,K,98,K,40,K,71,K,37.6,K,4.0,K,54.6,K
243,Ryde,Sacramento Valley,Dec 2022,0.71, ,8.20, ,131, ,9.4,K,52.7,K,36.9,K,44.2,K,99, ,77, ,93,L,42.1,L,4.6,K,49.9,K
244,Biggs,Sacramento Valley,Jan 2022,1.43,K,0.09,K,219, ,8.8, ,62.5,K,36.1, ,47.4, ,99, ,51, ,79, ,40.8, ,1.1,K,46.2, 
244,Biggs,Sacramento Valley,Feb 2022,2.21,K,0.01, ,350,K,7.2,K,69.9,K,35.1,K,50.7,K,90, ,28, ,56,K,35.4,K,1.0,K,47.8, 
244,Biggs,Sacramento Valley,Mar 2022,3.37,K,0.74, ,425,K,9.3,K,72.4,K,42.0,K,57.1,K,88, ,34, ,58,L,41.2,L,1.0,K,55.4, 
244,Biggs,Sacramento Valley,Apr 2022,5.46,K,0.35, ,551,K,8.7,K,74.2,K,45.6,K,60.1,K,82, ,29, ,51,L,40.1,L,5.0,K,58.5, 
244,Biggs,Sacramento Valley,May 2022,7.45, ,0.11, ,650,K,10.7,K,81.9,K,52.9,K,67.3,K,77, ,28, ,47,K,45.7,K,5.5,K,63.7,K
244,Biggs,Sacramento Valley,Jun 2022,7.93, ,0.27, ,686,K,14.1, ,90.2, ,58.9,K,75.2, ,80, ,27, ,47, ,53.3, ,4.4, ,70.6, 
244,Biggs,Sacramento Valley,Jul 2022,7.84, ,0.00, ,674,K,16.3, ,93.4, ,60.0, ,77.0, ,83, ,32, ,52, ,57.7, ,3.8, ,75.0, 
244,Biggs,Sacramento Valley,Aug 2022,6.96, ,0.00, ,609,K,16.7, ,95.7,K,60.2,K,77.5,K,88, ,29, ,52,K,58.3,K,3.3, ,75.8, 
244,Biggs,Sacramento Valley,Sep 2022,4.90,K,1.99, ,459, ,15.6, ,91.3,K,57.6,K,72.6,K,89,K,33,K,59,K,56.5,K,3.3, ,70.8, 
244,Biggs,Sacramento Valley,Oct 2022,3.82, ,0.00, ,381,K,11.6, ,85.8,K,48.2,K,64.5,K,89, ,27, ,55,K,47.6,K,3.1, ,63.3, 
244,Biggs,Sacramento Valley,Nov 2022,1.93, ,1.75, ,245, ,8.1, ,64.3,K,36.6, ,48.6, ,98, ,41, ,70, ,38.7, ,3.9, ,50.6, 
244,Biggs,Sacramento Valley,Dec 2022,0.89,K,4.75, ,141, ,9.0,K,54.8,K,38.2, ,45.3,K,100,K,60,K,86,K,40.4,K,4.3,K,46.0, 
245,Coto de Caza,South Coast Valleys,Jan 2022,2.40,K,0.05,K,297,K,7.7,K,69.9, ,44.8,K,56.6, ,79, ,27, ,51,K,35.9,K,2.2, ,55.6, 
245,Coto de Caza,South Coast Valleys,Feb 2022,3.22,K,0.66,K,415,K,6.0,K,71.4,K,42.6,K,57.3,K,72,K,22,K,43,L,29.9,L,3.0, ,56.1, 
245,Coto de Caza,South Coast Valleys,Mar 2022,4.27,K,1.85, ,501,K,9.6,K,72.4,K,45.7, ,58.4,K,88,K,34,K,59,K,41.8,K,2.4,K,59.7, 
245,Coto de Caza,South Coast Valleys,Apr 2022,4.90,K,0.25,K,579,K,12.0,K,74.7,K,50.1,K,60.8,L,93,K,42,K,70,L,49.9,L,1.6,K,64.9, 
245,Coto de Caza,South Coast Valleys,May 2022,5.46,K,0.01,K,605,K,14.0,K,74.0,K,52.7,K,62.3,K,96,K,51,K,75,L,53.6,L,1.7,K,68.1, 
245,Coto de Caza,South Coast Valleys,Jun 2022,7.20,K,0.00, ,714,K,15.8,K,84.0,K,57.0,K,68.8,K,96, ,40, ,67,K,56.6,K,2.7,K,71.8, 
245,Coto de Caza,South Coast Valleys,Jul 2022,7.36, ,0.00, ,688,K,18.0, ,84.6, ,60.3, ,70.3, ,96, ,44, ,71, ,60.4, ,3.8, ,73.8, 
245,Coto de Caza,South Coast Valleys,Aug 2022,7.19,K,0.00, ,601,K,18.8,K,89.9,K,63.5, ,74.9,K,94, ,36, ,65,K,61.6,K,3.6,K,75.2, 
245,Coto de Caza,South Coast Valleys,Sep 2022,5.22,K,0.17, ,478, ,19.0,K,88.5,K,63.5,K,74.7,K,93,K,40,K,64,L,61.1,L,3.2,K,76.0, 
245,Coto de Caza,South Coast Valleys,Oct 2022,3.62,K,0.28, ,371,K,16.3, ,79.5, ,57.1, ,66.5,K,94, ,48, ,73,K,56.9,K,2.9, ,71.0, 
245,Coto de Caza,South Coast Valleys,Nov 2022,2.79, ,3.28, ,318,K,7.8,K,69.3, ,44.2,K,56.3, ,78, ,32, ,53,K,35.6,K,3.6,K,60.5, 
245,Coto de Caza,South Coast Valleys,Dec 2022,1.76,K,3.58,K,233, ,9.3, ,64.8,K,43.6,K,53.0,K,88, ,44, ,69,K,42.0,K,2.3, ,56.5, 
246,Markleeville,Eastern Sierra Basin & Range,Jan 2022,2.03, ,0.09, ,258, ,3.6, ,48.7,K,21.3,K,33.2,K,79, ,33, ,57,K,18.8,K,6.2,K,35.3, 
246,Markleeville,Eastern Sierra Basin & Range,Feb 2022,2.48, ,0.00, ,344, ,3.3, ,49.5,K,19.0,K,32.8,K,78, ,28, ,53,K,16.8,K,6.1,K,35.7, 
246,Markleeville,Eastern Sierra Basin & Range,Mar 2022,4.47, ,0.04, ,429, ,4.3, ,57.8,K,26.2,K,42.7,K,78, ,24, ,46,K,22.9,K,7.5,K,41.6, 
246,Markleeville,Eastern Sierra Basin & Range,Apr 2022,6.07, ,0.27,K,566, ,4.4,K,58.3,K,29.4,K,45.2,K,70, ,26, ,43,K,23.2,K,10.3,K,45.7,K
246,Markleeville,Eastern Sierra Basin & Range,May 2022,7.47,K,0.01, ,664, ,5.3,K,65.8,K,33.7,K,51.7,K,68, ,24, ,39,L,28.6,L,8.5,K,52.2,K
246,Markleeville,Eastern Sierra Basin & Range,Jun 2022,8.46, ,0.06, ,661, ,6.9, ,77.0,K,42.5,K,62.3,K,64, ,23, ,36,K,34.6,K,8.8,K,55.7,K
246,Markleeville,Eastern Sierra Basin & Range,Jul 2022,9.64, ,0.00, ,656, ,8.0,K,87.0, ,51.7,K,72.0, ,56, ,17, ,30,K,38.1,K,8.2,K,60.0,K
246,Markleeville,Eastern Sierra Basin & Range,Aug 2022,7.79,K,1.65,K,560,K,9.6,K,85.9,K,50.9, ,69.8,K,68,K,22,K,38,L,42.0,L,7.0,K,64.0,K
246,Markleeville,Eastern Sierra Basin & Range,Sep 2022,5.98,K,0.09, ,444, ,7.5,K,79.4,K,46.5,K,63.7,K,65,K,23,K,40,K,36.9,K,7.5,K,60.0, 
246,Markleeville,Eastern Sierra Basin & Range,Oct 2022,4.35, ,0.01, ,381, ,4.5, ,69.7,K,33.6, ,51.2,K,60, ,16, ,35,K,23.9,K,6.2,K,52.8, 
246,Markleeville,Eastern Sierra Basin & Range,Nov 2022,1.95,K,0.84,K,256, ,3.6, ,46.9,K,18.6,K,31.4,K,83, ,38, ,60,K,18.7,K,6.9,K,42.9, 
246,Markleeville,Eastern Sierra Basin & Range,Dec 2022,1.31,K,23.56,K,170, ,4.0, ,43.6,K,18.9,K,29.4,K,86, ,51, ,72,K,21.0,K,8.0,K,38.0, 
247,Jersey Island,San Francisco Bay,Jan 2022,1.59, ,0.08, ,223, ,10.2,K,62.0, ,36.1, ,47.5, ,100, ,67, ,91,K,44.9,K,3.8,K,48.7, 
247,Jersey Island,San Francisco Bay,Feb 2022,2.98, ,0.02, ,361,K,8.8, ,68.2,K,37.2,L,51.0, ,97, ,34, ,69, ,40.5, ,6.1,K,48.9, 
247,Jersey Island,San Francisco Bay,Mar 2022,4.56,K,0.51, ,449,K,11.6,K,71.4,K,46.9,L,58.3,K,98, ,40, ,69,K,47.6,K,8.3, ,54.2, 
247,Jersey Island,San Francisco Bay,Apr 2022,6.58,K,0.37, ,565,K,11.4,K,75.1,K,50.3,K,62.2,K,90, ,35, ,60,K,47.5,K,10.3,K,58.0, 
247,Jersey Island,San Francisco Bay,May 2022,8.26,K,0.01,K,669, ,13.6,K,80.3,K,57.2,K,67.8,K,84,K,39,K,58,L,51.6,L,10.9,K,63.0,K
247,Jersey Island,San Francisco Bay,Jun 2022,8.44,K,0.06, ,682,K,16.9,K,87.7, ,62.3,L,74.0,K,84,K,39,K,56,L,56.7,L,9.4, ,70.1, 
247,Jersey Island,San Francisco Bay,Jul 2022,8.30, ,0.00, ,681,K,20.7,K,90.2,K,61.7,K,73.7, ,98, ,47, ,71,L,59.2,L,10.9, ,71.2, 
247,Jersey Island,San Francisco Bay,Aug 2022,7.69,K,0.00, ,618,K,21.0,K,91.5,L,63.6,L,75.3,K,96,K,44,K,70,L,61.9,L,10.6, ,71.9, 
247,Jersey Island,San Francisco Bay,Sep 2022,5.74,K,0.73,K,486, ,17.9,K,87.8,K,58.0,L,73.3,K,93,K,41,K,66,L,59.7,L,7.8, ,72.5, 
247,Jersey Island,San Francisco Bay,Oct 2022,4.01,K,0.00, ,390, ,16.0,K,80.4,K,49.5,L,65.3,K,97, ,45, ,74,L,54.9,L,8.1,K,67.7, 
247,Jersey Island,San Francisco Bay,Nov 2022,2.09,K,1.06, ,261,K,8.6, ,65.5, ,36.7,L,48.4,K,100,K,39,K,73,K,40.0,K,4.5, ,56.8, 
247,Jersey Island,San Francisco Bay,Dec 2022,0.78,K,7.46, ,139, ,9.8,K,55.1,K,36.3,L,45.1,K,100,K,77,K,94,L,42.9,L,5.1, ,50.5, 
248,Holt,San Joaquin Valley,Jan 2022,1.53, ,0.07, ,234, ,9.9, ,61.8, ,35.1, ,46.3, ,100, ,67, ,92, ,43.9, ,3.2, ,47.0, 
248,Holt,San Joaquin Valley,Feb 2022,2.78, ,0.01, ,364,K,8.2,K,67.2,K,33.4,K,48.7,K,97, ,37, ,69,K,38.7,K,4.5,K,47.0, 
248,Holt,San Joaquin Valley,Mar 2022,4.33, ,0.52, ,451,K,10.1,K,72.0,K,40.7, ,55.4,K,97, ,38, ,66,K,44.0,K,5.1,K,53.9, 
248,Holt,San Joaquin Valley,Apr 2022,5.60, ,0.81, ,560,K,10.3, ,73.9,K,43.6, ,58.4,K,94, ,36, ,62,K,44.9,K,5.6,K,57.4, 
248,Holt,San Joaquin Valley,May 2022,7.85, ,0.01,K,671,K,10.8,K,80.6,K,48.4,K,64.8,K,87, ,30, ,52,K,46.1,K,6.5,K,67.1,K
248,Holt,San Joaquin Valley,Jun 2022,8.18, ,0.09, ,682,K,13.4, ,89.0, ,56.1, ,72.5, ,83, ,28, ,49, ,52.1, ,5.7, ,76.6, 
248,Holt,San Joaquin Valley,Jul 2022,8.25, ,0.00, ,684,K,15.7, ,90.0,K,57.6, ,73.0, ,89, ,34, ,57, ,56.6, ,5.6,K,75.7, 
248,Holt,San Joaquin Valley,Aug 2022,7.30, ,0.00, ,592, ,16.7,K,92.2,K,58.6,K,74.3, ,92, ,33, ,58,K,58.4,K,4.8, ,73.9, 
248,Holt,San Joaquin Valley,Sep 2022,5.55,K,0.37, ,477, ,15.4, ,88.4,L,58.5,K,72.3,K,87,K,34,K,59,L,55.9,L,4.7,K,72.2, 
248,Holt,San Joaquin Valley,Oct 2022,4.02, ,0.00, ,384,K,12.8, ,82.1,K,48.6, ,63.3,K,95, ,34, ,64,K,50.5,K,4.0,K,62.9, 
248,Holt,San Joaquin Valley,Nov 2022,2.03, ,0.94,K,261, ,8.2, ,64.5, ,35.5, ,48.1, ,97, ,42, ,71, ,39.1, ,3.7,K,50.6,K
248,Holt,San Joaquin Valley,Dec 2022,0.72, ,7.00, ,132, ,9.6,K,54.0, ,37.6, ,44.8, ,99, ,78, ,94,K,43.2,K,4.7,K,47.2,K
249,Ripon,San Joaquin Valley,Jan 2022,1.54, ,0.09, ,237,K,9.7, ,62.5, ,34.1, ,45.9, ,100, ,64, ,91, ,43.4, ,3.0, ,49.1, 
249,Ripon,San Joaquin Valley,Feb 2022,2.79,K,0.21,K,374,K,8.0, ,68.3,K,32.8,K,48.6,K,96, ,33, ,68,K,38.1,K,3.9,K,48.4, 
249,Ripon,San Joaquin Valley,Mar 2022,4.37, ,0.62, ,461,K,10.2, ,73.5,K,41.5, ,56.4,K,98, ,36, ,65,K,44.4,K,4.7,K,56.7,L
249,Ripon,San Joaquin Valley,Apr 2022,5.85,K,0.16, ,574,K,10.3,K,76.4,K,45.1,K,60.2,K,93, ,32, ,58,K,44.8,K,5.5,K,63.0,K
249,Ripon,San Joaquin Valley,May 2022,8.27,K,0.20, ,700,K,11.0,K,81.9,K,51.1,K,66.9,K,84, ,28, ,49,K,46.4,K,6.7,K,69.4, 
249,Ripon,San Joaquin Valley,Jun 2022,8.58,K,0.01,K,697,K,12.8,K,91.3,K,57.1,K,74.7,K,83, ,26, ,44,K,50.6,K,6.1,K,75.5,L
249,Ripon,San Joaquin Valley,Jul 2022,8.77, ,0.04, ,713,K,15.3,K,93.5,K,59.1,K,75.8, ,89, ,30, ,51,K,55.8,K,6.0,K,77.7,K
249,Ripon,San Joaquin Valley,Aug 2022,7.59,K,0.00, ,629,K,16.6, ,95.2,K,59.0,K,75.9,K,92, ,31, ,55,K,58.2,K,5.0,K,79.8, 
249,Ripon,San Joaquin Valley,Sep 2022,5.83,K,0.27, ,503,K,15.5,K,91.9,K,58.7,K,73.6,L,89,K,31,K,58,L,55.8,L,4.6,K,76.2,K
249,Ripon,San Joaquin Valley,Oct 2022,3.97,K,0.01,K,386,K,13.4,K,83.6,K,48.6,K,64.5,K,98,K,33,K,64,L,51.3,L,3.7,K,67.3,K
249,Ripon,San Joaquin Valley,Nov 2022,1.89, ,1.21, ,258, ,8.5, ,64.5, ,34.1, ,47.2, ,99, ,43, ,76, ,40.0, ,3.1,K,51.4,K
249,Ripon,San Joaquin Valley,Dec 2022,0.68, ,6.55, ,131, ,9.8,K,53.9, ,37.3, ,44.7, ,100, ,83, ,96,K,43.7,K,4.7,K,47.5,K
250,Williams,Sacramento Valley,Jan 2022,1.95, ,0.03, ,230,K,9.2, ,62.7,K,36.8, ,47.8, ,98, ,54, ,81, ,41.9, ,5.2,K,48.2, 
250,Williams,Sacramento Valley,Feb 2022,3.38,K,0.00, ,361,K,7.1,K,70.3,K,34.6,K,51.1,K,87,K,28,K,54,K,34.6,K,6.2,K,48.7, 
250,Williams,Sacramento Valley,Mar 2022,4.69,K,0.61, ,445,K,9.2,K,72.8,K,42.2,K,57.2,K,90, ,32, ,57,K,41.3,K,6.2,K,54.2, 
250,Williams,Sacramento Valley,Apr 2022,6.56, ,0.22, ,574,K,7.9,K,75.8,K,43.1,K,59.8, ,80, ,25, ,46,K,37.6,K,7.7,K,57.2, 
250,Williams,Sacramento Valley,May 2022,8.82, ,0.00, ,677,K,8.4,K,84.3, ,50.0,K,68.2,K,70, ,19, ,38,L,39.7,L,7.4,K,62.8,K
250,Williams,Sacramento Valley,Jun 2022,9.49, ,0.13, ,717,K,10.8,K,93.2, ,56.9,K,76.6,K,69,K,18,K,35,K,45.8,K,6.6,K,69.2, 
250,Williams,Sacramento Valley,Jul 2022,9.43, ,0.00, ,696,K,13.1,K,98.3,K,59.7,K,79.4,K,77, ,19, ,39,K,51.6,K,6.3,K,72.6,K
250,Williams,Sacramento Valley,Aug 2022,8.37,K,0.00,K,617,K,13.1,K,100.0,K,60.7,K,80.8,K,76,K,17,K,37,K,51.5,K,5.1,K,74.5,K
250,Williams,Sacramento Valley,Sep 2022,5.93,K,1.27, ,474,K,12.5, ,92.8,L,58.3,K,75.2,L,78,K,23,K,49,L,50.5,L,4.8,K,70.7, 
250,Williams,Sacramento Valley,Oct 2022,4.40,K,0.00,L,396,K,9.6,L,87.9,K,48.6, ,66.4,K,79, ,20, ,43,L,42.4,L,3.9,L,63.6, 
250,Williams,Sacramento Valley,Nov 2022,2.64, ,0.92, ,263,K,6.5, ,65.7,K,34.5,K,48.8,K,85, ,32, ,56,K,32.5,K,5.9,K,51.4, 
250,Williams,Sacramento Valley,Dec 2022,1.00, ,4.25, ,149, ,8.9,K,55.5,K,35.9, ,44.6,K,99, ,66, ,87,K,40.9,K,5.5,K,46.9, 
251,Highland,Los Angeles Basin,Jan 2022,2.62,K,0.89, ,269, ,6.2,K,69.2, ,42.2, ,54.5, ,66, ,23, ,43,K,31.1,K,3.3,K,51.8, 
251,Highland,Los Angeles Basin,Feb 2022,3.41, ,0.35, ,377,K,4.9, ,71.1,K,41.3,K,56.0,K,59,K,19,K,34,K,25.3,K,4.2,K,52.2, 
251,Highland,Los Angeles Basin,Mar 2022,5.11,K,1.13, ,459,K,7.6,K,74.6,K,47.0, ,60.5,K,72, ,23, ,44,K,36.1,K,4.6,K,57.1, 
251,Highland,Los Angeles Basin,Apr 2022,5.75,K,0.79, ,537, ,9.4,K,77.2,K,50.4,K,63.5,K,77, ,28, ,49,K,41.8,K,4.6,K,62.2, 
251,Highland,Los Angeles Basin,May 2022,6.67, ,0.23,K,595,K,11.4,K,81.0,K,53.8,K,66.5,K,79, ,31, ,53,K,47.0,K,4.8,K,67.1, 
251,Highland,Los Angeles Basin,Jun 2022,8.29,K,0.52, ,686,K,13.3,K,93.4,K,61.6,K,77.0,K,71, ,22, ,43,K,51.4,K,4.9,K,72.6, 
251,Highland,Los Angeles Basin,Jul 2022,8.34, ,0.90, ,646, ,14.6, ,95.2, ,64.7, ,79.0, ,71, ,22, ,43, ,54.4, ,4.7,K,75.8, 
251,Highland,Los Angeles Basin,Aug 2022,8.07, ,1.37, ,586, ,15.1, ,97.6, ,68.1, ,82.2, ,67, ,23, ,41, ,55.3, ,4.5,K,77.3, 
251,Highland,Los Angeles Basin,Sep 2022,5.86, ,1.38, ,469, ,16.3,K,93.9,K,66.8,K,79.2,K,73, ,28, ,49,K,57.2,K,3.9, ,76.3, 
251,Highland,Los Angeles Basin,Oct 2022,4.15, ,0.63, ,378, ,13.0, ,83.1, ,56.7, ,68.7, ,80, ,31, ,54, ,49.6, ,3.6, ,70.1, 
251,Highland,Los Angeles Basin,Nov 2022,2.74, ,1.91, ,297, ,6.4, ,69.3, ,42.7,K,55.1, ,67, ,25, ,43, ,31.2, ,3.6, ,56.7, 
251,Highland,Los Angeles Basin,Dec 2022,1.68, ,1.81, ,210, ,7.9,K,64.4,K,42.5, ,52.1,K,81, ,38, ,59,K,37.7,K,2.8, ,52.5, 
252,Soledad II,Monterey Bay,Jan 2022,2.13, ,0.06, ,245, ,9.1, ,66.4, ,38.6, ,49.6, ,94, ,44, ,74, ,41.5, ,4.9, ,52.8, 
252,Soledad II,Monterey Bay,Feb 2022,3.50,K,0.30, ,372,K,7.1,K,71.1,K,36.9, ,51.1,K,86, ,25, ,56,K,35.3,K,6.7,K,51.8, 
252,Soledad II,Monterey Bay,Mar 2022,4.85, ,0.80,K,448,K,9.4,K,70.5,K,41.7, ,53.8,K,92, ,40, ,68,L,42.4,L,8.3,K,54.2, 
252,Soledad II,Monterey Bay,Apr 2022,6.42,K,0.52, ,575,K,9.8, ,73.4,K,42.7, ,55.9,L,91,K,36,K,64,L,43.8,L,9.4,K,57.9, 
252,Soledad II,Monterey Bay,May 2022,8.09,K,0.00, ,687,K,10.9,K,76.0,K,45.7, ,59.0,K,93,K,38,K,63,K,46.4,K,10.8,K,61.2, 
252,Soledad II,Monterey Bay,Jun 2022,8.70,K,0.17, ,701,K,13.1,K,83.1,K,50.6, ,65.3,K,93,K,35,K,64,L,51.4,L,10.1,K,66.5, 
252,Soledad II,Monterey Bay,Jul 2022,7.61, ,0.00, ,655,K,15.0,K,78.6, ,54.1, ,63.5, ,95, ,51, ,75,K,55.4,K,9.9,K,68.9, 
252,Soledad II,Monterey Bay,Aug 2022,7.17,K,0.00, ,591, ,15.6, ,82.3, ,54.4, ,65.0,K,96, ,47, ,74,K,56.6,K,9.1,K,68.6, 
252,Soledad II,Monterey Bay,Sep 2022,6.06,K,0.07, ,482, ,15.1,K,85.4,L,55.5,K,67.0,L,93,K,39,K,70,L,55.3,L,8.5,K,67.6, 
252,Soledad II,Monterey Bay,Oct 2022,4.10, ,0.00, ,363, ,12.6, ,77.2,K,48.1, ,58.7,K,96, ,43, ,74,K,50.3,K,7.0,K,63.9, 
252,Soledad II,Monterey Bay,Nov 2022,2.45,K,1.16,K,260,K,8.5,K,66.6, ,38.2, ,49.8,K,92,K,40,K,70, ,40.0, ,5.5,K,55.5,K
252,Soledad II,Monterey Bay,Dec 2022,1.31, ,3.91, ,171, ,10.4,K,60.2, ,40.5,K,48.7,K,97, ,66, ,87,K,45.1,K,5.7,K,51.8, 
253,Pescadero,San Francisco Bay,Jan 2022,1.90, ,0.67, ,249, ,9.9, ,65.5,K,38.9, ,50.3, ,96, ,57, ,80, ,44.0, ,3.0, ,48.8,K
253,Pescadero,San Francisco Bay,Feb 2022,2.76,K,0.16, ,367,K,8.7,K,66.4,K,35.5,K,49.0,K,96,K,46,K,73,K,40.4,K,3.9, ,47.4,K
253,Pescadero,San Francisco Bay,Mar 2022,3.48, ,1.37,K,425,K,10.5, ,62.7, ,39.4,K,50.5, ,97, ,63, ,84, ,45.7, ,4.4, ,52.2,K
253,Pescadero,San Francisco Bay,Apr 2022,4.59,K,2.01,K,556,K,11.1, ,63.4,K,41.9, ,52.9,K,96,K,63,K,81,K,47.0,K,4.7, ,56.6, 
253,Pescadero,San Francisco Bay,May 2022,5.52,K,0.26, ,640,K,11.7,K,64.5, ,44.4,K,54.6, ,95, ,64, ,80,K,48.6,K,4.8,K,64.2,K
253,Pescadero,San Francisco Bay,Jun 2022,5.67,K,0.27, ,646,K,13.8,K,68.8,L,48.9,K,58.9,K,96,K,63,K,81,K,53.0,K,4.6,K,70.0,K
253,Pescadero,San Francisco Bay,Jul 2022,5.28, ,0.31,K,580, ,15.5,K,68.2, ,53.8,K,60.3, ,97, ,72, ,86,K,56.2,K,4.5,K,71.2,K
253,Pescadero,San Francisco Bay,Aug 2022,5.26, ,0.02, ,564, ,16.3, ,71.6, ,53.8,K,62.2,K,98, ,68, ,85,K,57.7,K,4.1,K,72.0,K
253,Pescadero,San Francisco Bay,Sep 2022,4.18,K,0.02, ,466, ,16.3,K,73.8,L,53.5,K,62.3,L,99,K,64,K,85,L,57.8,L,3.6,K,68.2, 
253,Pescadero,San Francisco Bay,Oct 2022,2.53,K,0.03, ,301,K,14.0, ,67.7, ,47.9,K,56.6, ,100, ,70, ,89, ,53.3, ,3.2,K,60.5,K
253,Pescadero,San Francisco Bay,Nov 2022,2.07, ,3.03, ,279,K,9.7, ,65.6, ,37.4,K,49.4, ,98, ,51, ,80, ,43.2, ,3.0,K,50.1,L
253,Pescadero,San Francisco Bay,Dec 2022,1.21, ,11.85,K,179, ,11.4,K,61.1,K,40.2,K,49.5,K,100, ,72, ,93,K,47.5,K,2.9, ,48.0,K
